"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ERCO,"4/12/2026 4 a.m. CDT",44360,43914,43565,-794
ERCO,"4/12/2026 5 a.m. CDT",44031,43386,43217,-813
ERCO,"4/12/2026 6 a.m. CDT",44143,43174,43407,-736
ERCO,"4/12/2026 7 a.m. CDT",44493,43492,44022,-470
ERCO,"4/12/2026 8 a.m. CDT",45105,43889,44864,-241
ERCO,"4/12/2026 9 a.m. CDT",46692,45878,46467,-225
ERCO,"4/12/2026 10 a.m. CDT",48738,48527,48560,-178
ERCO,"4/12/2026 11 a.m. CDT",50388,50535,50285,-104
ERCO,"4/12/2026 12 p.m. CDT",52040,52036,51963,-77
ERCO,"4/12/2026 1 p.m. CDT",53322,53410,53036,-287
ERCO,"4/12/2026 2 p.m. CDT",54091,54386,54007,-84
ERCO,"4/12/2026 3 p.m. CDT",54554,55233,54311,-242
ERCO,"4/12/2026 4 p.m. CDT",54758,55777,54545,-213
ERCO,"4/12/2026 5 p.m. CDT",55066,56230,54802,-264
ERCO,"4/12/2026 6 p.m. CDT",55257,56657,54714,-543
ERCO,"4/12/2026 7 p.m. CDT",55341,56195,54523,-818
ERCO,"4/12/2026 8 p.m. CDT",55296,55104,54461,-835
ERCO,"4/12/2026 9 p.m. CDT",55960,54785,55445,-514
ERCO,"4/12/2026 10 p.m. CDT",55197,53715,54765,-432
ERCO,"4/12/2026 11 p.m. CDT",52978,51820,52415,-563
ERCO,"4/13/2026 12 a.m. CDT",50316,49336,49825,-491
ERCO,"4/13/2026 1 a.m. CDT",48042,47352,47502,-539
ERCO,"4/13/2026 2 a.m. CDT",46299,45582,45855,-443
ERCO,"4/13/2026 3 a.m. CDT",45239,44593,45012,-227
ERCO,"4/13/2026 4 a.m. CDT",44885,44054,44532,-353
ERCO,"4/13/2026 5 a.m. CDT",45598,44345,45297,-301
ERCO,"4/13/2026 6 a.m. CDT",47271,45846,46894,-376
ERCO,"4/13/2026 7 a.m. CDT",50105,48340,49808,-296
ERCO,"4/13/2026 8 a.m. CDT",51432,49683,51151,-281
ERCO,"4/13/2026 9 a.m. CDT",52304,50958,52011,-292
ERCO,"4/13/2026 10 a.m. CDT",53662,52808,53441,-221
ERCO,"4/13/2026 11 a.m. CDT",55227,54867,55001,-226
ERCO,"4/13/2026 12 p.m. CDT",57079,56711,56896,-183
ERCO,"4/13/2026 1 p.m. CDT",58742,58387,58329,-413
ERCO,"4/13/2026 2 p.m. CDT",60533,60020,59914,-618
ERCO,"4/13/2026 3 p.m. CDT",62251,61264,61838,-413
ERCO,"4/13/2026 4 p.m. CDT",63730,62419,63254,-475
ERCO,"4/13/2026 5 p.m. CDT",65291,63182,64525,-766
ERCO,"4/13/2026 6 p.m. CDT",65532,63450,64787,-745
ERCO,"4/13/2026 7 p.m. CDT",64456,62317,63664,-792
ERCO,"4/13/2026 8 p.m. CDT",62933,60576,62139,-793
ERCO,"4/13/2026 9 p.m. CDT",62347,59844,61577,-769
ERCO,"4/13/2026 10 p.m. CDT",60251,58201,59482,-768
ERCO,"4/13/2026 11 p.m. CDT",57521,55541,56748,-772
ERCO,"4/14/2026 12 a.m. CDT",54118,51930,53439,-680
ERCO,"4/14/2026 1 a.m. CDT",51230,49351,50766,-464
ERCO,"4/14/2026 2 a.m. CDT",49246,47119,48573,-672
ERCO,"4/14/2026 3 a.m. CDT",47863,45701,47071,-792
ERCO,"4/14/2026 4 a.m. CDT",47097,44903,46288,-808
ERCO,"4/14/2026 5 a.m. CDT",47297,44974,46718,-579
ERCO,"4/14/2026 6 a.m. CDT",48622,46415,48006,-616
ERCO,"4/14/2026 7 a.m. CDT",51210,48776,50831,-379
ERCO,"4/14/2026 8 a.m. CDT",51967,49881,51553,-414
ERCO,"4/14/2026 9 a.m. CDT",52560,50864,52135,-425
ERCO,"4/14/2026 10 a.m. CDT",53857,52719,53316,-541
ERCO,"4/14/2026 11 a.m. CDT",55261,54542,54989,-272
ERCO,"4/14/2026 12 p.m. CDT",56658,56120,56235,-422
ERCO,"4/14/2026 1 p.m. CDT",57914,57775,57238,-676
ERCO,"4/14/2026 2 p.m. CDT",59285,59273,58940,-345
ERCO,"4/14/2026 3 p.m. CDT",60204,60374,59769,-434
ERCO,"4/14/2026 4 p.m. CDT",61541,61490,61121,-420
ERCO,"4/14/2026 5 p.m. CDT",62718,62312,62325,-392
ERCO,"4/14/2026 6 p.m. CDT",63110,62497,62302,-807
ERCO,"4/14/2026 7 p.m. CDT",61981,61441,61167,-813
ERCO,"4/14/2026 8 p.m. CDT",61096,59774,60283,-813
ERCO,"4/14/2026 9 p.m. CDT",61176,59045,60499,-678
ERCO,"4/14/2026 10 p.m. CDT",59848,57625,59303,-545
ERCO,"4/14/2026 11 p.m. CDT",56850,55046,56328,-522
ERCO,"4/15/2026 12 a.m. CDT",53374,51953,52901,-487
ERCO,"4/15/2026 1 a.m. CDT",50399,50066,49972,-427
ERCO,"4/15/2026 2 a.m. CDT",48496,47724,48026,-470
ERCO,"4/15/2026 3 a.m. CDT",47503,46072,47031,-472
ERCO,"4/15/2026 4 a.m. CDT",46902,45123,46430,-472
ERCO,"4/15/2026 5 a.m. CDT",47027,45231,46555,-472
ERCO,"4/15/2026 6 a.m. CDT",48237,46512,47768,-469
ERCO,"4/15/2026 7 a.m. CDT",50467,49109,50063,-403
ERCO,"4/15/2026 8 a.m. CDT",51122,50382,50735,-386
ERCO,"4/15/2026 9 a.m. CDT",52040,51309,51821,-219
ERCO,"4/15/2026 10 a.m. CDT",53732,53128,53531,-201
ERCO,"4/15/2026 11 a.m. CDT",55430,54939,55571,141
ERCO,"4/15/2026 12 p.m. CDT",57168,56692,57405,237
ERCO,"4/15/2026 1 p.m. CDT",58421,58347,58621,199
ERCO,"4/15/2026 2 p.m. CDT",59607,59918,59663,56
ERCO,"4/15/2026 3 p.m. CDT",60677,61101,60721,45
ERCO,"4/15/2026 4 p.m. CDT",61555,61878,61599,44
ERCO,"4/15/2026 5 p.m. CDT",62247,62420,62256,8
ERCO,"4/15/2026 6 p.m. CDT",62487,62200,62120,-367
ERCO,"4/15/2026 7 p.m. CDT",61733,60798,61382,-350
ERCO,"4/15/2026 8 p.m. CDT",60062,59070,60078,17
ERCO,"4/15/2026 9 p.m. CDT",59245,58748,59154,-92
ERCO,"4/15/2026 10 p.m. CDT",57763,57194,57517,-245
ERCO,"4/15/2026 11 p.m. CDT",54997,54682,54594,-403
ERCO,"4/16/2026 12 a.m. CDT",52070,51566,51605,-464
ERCO,"4/16/2026 1 a.m. CDT",49554,49267,49183,-370
ERCO,"4/16/2026 2 a.m. CDT",47691,47357,47329,-361
ERCO,"4/16/2026 3 a.m. CDT",46401,46113,46040,-361
ERCO,"4/16/2026 4 a.m. CDT",45769,45424,45406,-363
ERCO,"4/16/2026 5 a.m. CDT",45692,45528,45233,-459
ERCO,"4/16/2026 6 a.m. CDT",46838,46836,46337,-501
ERCO,"4/16/2026 7 a.m. CDT",49295,49356,49117,-177
ERCO,"4/16/2026 8 a.m. CDT",50189,50563,49962,-227
ERCO,"4/16/2026 9 a.m. CDT",51387,51770,51508,120
ERCO,"4/16/2026 10 a.m. CDT",53224,53756,53771,547
ERCO,"4/16/2026 11 a.m. CDT",55345,55802,56140,794
ERCO,"4/16/2026 12 p.m. CDT",57724,57990,58567,842
ERCO,"4/16/2026 1 p.m. CDT",60178,60096,60920,742
ERCO,"4/16/2026 2 p.m. CDT",62542,62254,63181,640
ERCO,"4/16/2026 3 p.m. CDT",64748,63728,65387,639
ERCO,"4/16/2026 4 p.m. CDT",66422,65166,66840,418
ERCO,"4/16/2026 5 p.m. CDT",67620,66139,67775,156
ERCO,"4/16/2026 6 p.m. CDT",67755,66146,67538,-217
ERCO,"4/16/2026 7 p.m. CDT",66447,64688,66202,-245
ERCO,"4/16/2026 8 p.m. CDT",64473,62725,64111,-362
ERCO,"4/16/2026 9 p.m. CDT",63666,62014,63545,-121
ERCO,"4/16/2026 10 p.m. CDT",61770,60309,61590,-179
ERCO,"4/16/2026 11 p.m. CDT",58401,57462,58184,-216
ERCO,"4/17/2026 12 a.m. CDT",54628,53989,54366,-262
ERCO,"4/17/2026 1 a.m. CDT",51607,51450,51086,-521
ERCO,"4/17/2026 2 a.m. CDT",49303,49252,48877,-425
ERCO,"4/17/2026 3 a.m. CDT",47849,47723,47475,-374
ERCO,"4/17/2026 4 a.m. CDT",47078,46917,46705,-373
ERCO,"4/17/2026 5 a.m. CDT",47021,46849,46648,-373
ERCO,"4/17/2026 6 a.m. CDT",48236,48034,47865,-370
ERCO,"4/17/2026 7 a.m. CDT",50495,50173,50272,-223
ERCO,"4/17/2026 8 a.m. CDT",51150,51208,50894,-256
ERCO,"4/17/2026 9 a.m. CDT",52401,52437,52169,-231
ERCO,"4/17/2026 10 a.m. CDT",54388,54431,54217,-171
ERCO,"4/17/2026 11 a.m. CDT",56462,56590,56348,-114
ERCO,"4/17/2026 12 p.m. CDT",58468,58556,58353,-114
ERCO,"4/17/2026 1 p.m. CDT",60031,60471,59920,-111
ERCO,"4/17/2026 2 p.m. CDT",61592,62301,61673,81
ERCO,"4/17/2026 3 p.m. CDT",62628,63732,62784,156
ERCO,"4/17/2026 4 p.m. CDT",63441,64937,63612,171
ERCO,"4/17/2026 5 p.m. CDT",64231,65809,64105,-126
ERCO,"4/17/2026 6 p.m. CDT",63808,65834,63866,58
ERCO,"4/17/2026 7 p.m. CDT",62481,64527,62292,-189
ERCO,"4/17/2026 8 p.m. CDT",61112,62340,60908,-203
ERCO,"4/17/2026 9 p.m. CDT",60575,61235,60464,-111
ERCO,"4/17/2026 10 p.m. CDT",59219,59762,58975,-244
ERCO,"4/17/2026 11 p.m. CDT",56811,57099,56442,-370
ERCO,"4/18/2026 12 a.m. CDT",53872,53810,53524,-348
ERCO,"4/18/2026 1 a.m. CDT",51218,50616,50922,-296
ERCO,"4/18/2026 2 a.m. CDT",49345,48075,48843,-503
ERCO,"4/18/2026 3 a.m. CDT",47859,46167,47519,-340
ERCO,"4/18/2026 4 a.m. CDT",46659,45270,46192,-467
ERCO,"4/18/2026 5 a.m. CDT",45348,44805,44877,-472
ERCO,"4/18/2026 6 a.m. CDT",45018,44736,44499,-519
ERCO,"4/18/2026 7 a.m. CDT",45686,45422,45312,-373
ERCO,"4/18/2026 8 a.m. CDT",46347,46190,46177,-169
ERCO,"4/18/2026 9 a.m. CDT",47796,48053,47870,73
ERCO,"4/18/2026 10 a.m. CDT",49733,50323,49955,220
ERCO,"4/18/2026 11 a.m. CDT",51188,52171,51411,221
ERCO,"4/18/2026 12 p.m. CDT",52291,53522,52441,149
ERCO,"4/18/2026 1 p.m. CDT",52665,54421,52734,69
ERCO,"4/18/2026 2 p.m. CDT",52482,54755,52575,92
ERCO,"4/18/2026 3 p.m. CDT",52038,54750,52258,219
ERCO,"4/18/2026 4 p.m. CDT",51412,54486,51635,223
ERCO,"4/18/2026 5 p.m. CDT",51023,54118,51247,223
ERCO,"4/18/2026 6 p.m. CDT",50370,53402,50595,224
ERCO,"4/18/2026 7 p.m. CDT",49348,52364,49680,331
ERCO,"4/18/2026 8 p.m. CDT",48513,51257,48841,328
ERCO,"4/18/2026 9 p.m. CDT",48420,50849,48909,488
ERCO,"4/18/2026 10 p.m. CDT",47431,49881,47704,273
ERCO,"4/18/2026 11 p.m. CDT",45598,48359,45320,-278
ERCO,"4/19/2026 12 a.m. CDT",44526,46618,43962,-564
ERCO,"4/19/2026 1 a.m. CDT",43026,43755,42634,-391
ERCO,"4/19/2026 2 a.m. CDT",41851,42388,41387,-464
ERCO,"4/19/2026 3 a.m. CDT",41029,41493,40376,-652
ERCO,"4/19/2026 4 a.m. CDT",40659,41035,40094,-565
ERCO,"4/19/2026 5 a.m. CDT",40631,40916,39877,-754
ERCO,"4/19/2026 6 a.m. CDT",40992,41047,40179,-813
ERCO,"4/19/2026 7 a.m. CDT",41800,41815,40991,-809
ERCO,"4/19/2026 8 a.m. CDT",42092,42969,41566,-526
ERCO,"4/19/2026 9 a.m. CDT",44194,44258,43894,-300
ERCO,"4/19/2026 10 a.m. CDT",45153,45055,45050,-103
ERCO,"4/19/2026 11 a.m. CDT",45284,45346,45470,186
ERCO,"4/19/2026 12 p.m. CDT",45324,45436,45373,49
ERCO,"4/19/2026 1 p.m. CDT",45227,45413,45365,137
ERCO,"4/19/2026 2 p.m. CDT",45335,45753,45523,189
ERCO,"4/19/2026 3 p.m. CDT",45633,46522,45822,189
ERCO,"4/19/2026 4 p.m. CDT",46349,47504,46553,204
ERCO,"4/19/2026 5 p.m. CDT",47165,48444,47056,-109
ERCO,"4/19/2026 6 p.m. CDT",48032,49567,47866,-166
ERCO,"4/19/2026 7 p.m. CDT",48250,49796,48103,-147
ERCO,"4/19/2026 8 p.m. CDT",47927,49539,47558,-369
ERCO,"4/19/2026 9 p.m. CDT",48886,49898,48510,-376
ERCO,"4/19/2026 10 p.m. CDT",48243,48984,47698,-544
ERCO,"4/19/2026 11 p.m. CDT",46001,47095,45327,-674
ERCO,"4/20/2026 12 a.m. CDT",43357,44762,42830,-527
ERCO,"4/20/2026 1 a.m. CDT",41701,42189,40996,-705
ERCO,"4/20/2026 2 a.m. CDT",40373,40954,39795,-577
ERCO,"4/20/2026 3 a.m. CDT",39896,40290,39184,-712
ERCO,"4/20/2026 4 a.m. CDT",39711,39950,39038,-672
ERCO,"4/20/2026 5 a.m. CDT",40384,40361,39669,-715
ERCO,"4/20/2026 6 a.m. CDT",42265,42313,41779,-485
ERCO,"4/20/2026 7 a.m. CDT",45277,45135,44904,-372
ERCO,"4/20/2026 8 a.m. CDT",46815,46585,46488,-327
ERCO,"4/20/2026 9 a.m. CDT",45735,47289,45394,-341
ERCO,"4/20/2026 10 a.m. CDT",47021,47982,46242,-778
ERCO,"4/20/2026 11 a.m. CDT",47925,48363,47699,-226
ERCO,"4/20/2026 12 p.m. CDT",48047,48627,47832,-215
ERCO,"4/20/2026 1 p.m. CDT",48757,48911,48536,-220
ERCO,"4/20/2026 2 p.m. CDT",49108,49235,48889,-219
ERCO,"4/20/2026 3 p.m. CDT",49141,49648,48922,-219
ERCO,"4/20/2026 4 p.m. CDT",48926,50141,48708,-218
ERCO,"4/20/2026 5 p.m. CDT",48783,50490,48614,-168
ERCO,"4/20/2026 6 p.m. CDT",49025,50973,48805,-219
ERCO,"4/20/2026 7 p.m. CDT",49406,50813,49112,-294
ERCO,"4/20/2026 8 p.m. CDT",49624,50366,49252,-372
ERCO,"4/20/2026 9 p.m. CDT",50439,50946,49878,-560
ERCO,"4/20/2026 10 p.m. CDT",49793,49886,49272,-521
ERCO,"4/20/2026 11 p.m. CDT",47426,47741,46762,-664
ERCO,"4/21/2026 12 a.m. CDT",44764,45419,44237,-526
ERCO,"4/21/2026 1 a.m. CDT",43017,43480,42457,-560
ERCO,"4/21/2026 2 a.m. CDT",41920,42165,41479,-441
ERCO,"4/21/2026 3 a.m. CDT",41279,41367,41019,-259
ERCO,"4/21/2026 4 a.m. CDT",41027,41088,40803,-224
ERCO,"4/21/2026 5 a.m. CDT",41353,41384,40867,-485
ERCO,"4/21/2026 6 a.m. CDT",42905,43082,42413,-492
ERCO,"4/21/2026 7 a.m. CDT",45591,45791,45059,-531
ERCO,"4/21/2026 8 a.m. CDT",46986,47150,46406,-579
ERCO,"4/21/2026 9 a.m. CDT",47656,47519,47241,-415
ERCO,"4/21/2026 10 a.m. CDT",48590,48610,48535,-55
ERCO,"4/21/2026 11 a.m. CDT",49348,49389,49081,-267
ERCO,"4/21/2026 12 p.m. CDT",49870,50014,49517,-353
ERCO,"4/21/2026 1 p.m. CDT",50163,50201,50011,-152
ERCO,"4/21/2026 2 p.m. CDT",50344,50206,50175,-168
ERCO,"4/21/2026 3 p.m. CDT",50459,50300,50378,-80
ERCO,"4/21/2026 4 p.m. CDT",50370,50523,50198,-171
ERCO,"4/21/2026 5 p.m. CDT",50735,50828,50632,-102
ERCO,"4/21/2026 6 p.m. CDT",51069,51295,50970,-98
ERCO,"4/21/2026 7 p.m. CDT",51087,51267,51066,-20
ERCO,"4/21/2026 8 p.m. CDT",51080,50852,50956,-124
ERCO,"4/21/2026 9 p.m. CDT",51438,51490,51122,-316
ERCO,"4/21/2026 10 p.m. CDT",50511,50602,50192,-319
ERCO,"4/21/2026 11 p.m. CDT",48355,48657,48037,-319
ERCO,"4/22/2026 12 a.m. CDT",46070,46441,45752,-317
ERCO,"4/22/2026 1 a.m. CDT",44273,44774,43977,-295
ERCO,"4/22/2026 2 a.m. CDT",42962,43406,42614,-347
ERCO,"4/22/2026 3 a.m. CDT",42229,42625,41685,-544
ERCO,"4/22/2026 4 a.m. CDT",41908,42264,41409,-499
ERCO,"4/22/2026 5 a.m. CDT",42383,42539,41884,-498
ERCO,"4/22/2026 6 a.m. CDT",43996,44056,43476,-519
ERCO,"4/22/2026 7 a.m. CDT",46732,46689,46132,-600
ERCO,"4/22/2026 8 a.m. CDT",48055,47758,47640,-415
ERCO,"4/22/2026 9 a.m. CDT",48727,48491,48444,-283
ERCO,"4/22/2026 10 a.m. CDT",49784,49777,49528,-256
ERCO,"4/22/2026 11 a.m. CDT",50940,50757,50693,-247
ERCO,"4/22/2026 12 p.m. CDT",52195,51884,52157,-38
ERCO,"4/22/2026 1 p.m. CDT",53390,52660,53243,-148
ERCO,"4/22/2026 2 p.m. CDT",54534,53438,54571,37
ERCO,"4/22/2026 3 p.m. CDT",55387,54253,55527,140
ERCO,"4/22/2026 4 p.m. CDT",56364,55151,56543,180
ERCO,"4/22/2026 5 p.m. CDT",57452,56037,57489,37
ERCO,"4/22/2026 6 p.m. CDT",58151,56788,58217,67
ERCO,"4/22/2026 7 p.m. CDT",58018,56492,57915,-102
ERCO,"4/22/2026 8 p.m. CDT",57578,55534,57327,-251
ERCO,"4/22/2026 9 p.m. CDT",57715,55827,57527,-188
ERCO,"4/22/2026 10 p.m. CDT",56480,54732,56231,-249
ERCO,"4/22/2026 11 p.m. CDT",53735,52379,53421,-314
ERCO,"4/23/2026 12 a.m. CDT",50431,49854,50116,-314
ERCO,"4/23/2026 1 a.m. CDT",47735,46732,47540,-194
ERCO,"4/23/2026 2 a.m. CDT",45958,44801,45740,-219
ERCO,"4/23/2026 3 a.m. CDT",44847,43474,44628,-219
ERCO,"4/23/2026 4 a.m. CDT",44276,42987,44057,-219
ERCO,"4/23/2026 5 a.m. CDT",44528,43108,44309,-219
ERCO,"4/23/2026 6 a.m. CDT",45988,44545,45604,-384
ERCO,"4/23/2026 7 a.m. CDT",48734,47058,48383,-350
ERCO,"4/23/2026 8 a.m. CDT",49829,48161,49723,-105
ERCO,"4/23/2026 9 a.m. CDT",50820,49384,50836,16
ERCO,"4/23/2026 10 a.m. CDT",52299,51156,52569,269
ERCO,"4/23/2026 11 a.m. CDT",53819,52937,54373,554
ERCO,"4/23/2026 12 p.m. CDT",55140,54575,55395,255
ERCO,"4/23/2026 1 p.m. CDT",56352,56231,56641,289
ERCO,"4/23/2026 2 p.m. CDT",57831,57869,57976,145
ERCO,"4/23/2026 3 p.m. CDT",59211,59012,59402,191
ERCO,"4/23/2026 4 p.m. CDT",60331,60150,60628,296
ERCO,"4/23/2026 5 p.m. CDT",61557,61307,61713,155
ERCO,"4/23/2026 6 p.m. CDT",61819,61661,61967,149
ERCO,"4/23/2026 7 p.m. CDT",60914,60488,60918,3
ERCO,"4/23/2026 8 p.m. CDT",60008,58953,60007,0
ERCO,"4/23/2026 9 p.m. CDT",60143,58406,60143,0
ERCO,"4/23/2026 10 p.m. CDT",58854,57188,58864,11
ERCO,"4/23/2026 11 p.m. CDT",56329,54701,56380,51
ERCO,"4/24/2026 12 a.m. CDT",53132,51572,53126,-7
ERCO,"4/24/2026 1 a.m. CDT",50635,49681,50239,-397
ERCO,"4/24/2026 2 a.m. CDT",48708,47601,48197,-510
ERCO,"4/24/2026 3 a.m. CDT",47456,46221,46912,-543
ERCO,"4/24/2026 4 a.m. CDT",46788,45480,46358,-431
ERCO,"4/24/2026 5 a.m. CDT",46935,45627,46488,-447
ERCO,"4/24/2026 6 a.m. CDT",48189,46978,47579,-610
ERCO,"4/24/2026 7 a.m. CDT",50512,49313,50024,-488
ERCO,"4/24/2026 8 a.m. CDT",51643,50444,51137,-507
ERCO,"4/24/2026 9 a.m. CDT",53040,51694,53296,256
ERCO,"4/24/2026 10 a.m. CDT",54841,53828,55043,201
ERCO,"4/24/2026 11 a.m. CDT",56700,55959,56912,211
ERCO,"4/24/2026 12 p.m. CDT",58606,58063,59063,457
ERCO,"4/24/2026 1 p.m. CDT",60890,60209,61453,561
ERCO,"4/24/2026 2 p.m. CDT",63476,62256,64035,558
ERCO,"4/24/2026 3 p.m. CDT",65659,63879,65816,155
ERCO,"4/24/2026 4 p.m. CDT",67441,65222,67400,-41
ERCO,"4/24/2026 5 p.m. CDT",68606,66127,68282,-324
ERCO,"4/24/2026 6 p.m. CDT",69167,66011,68650,-517
ERCO,"4/24/2026 7 p.m. CDT",66719,64407,66153,-566
ERCO,"4/24/2026 8 p.m. CDT",62496,62241,62109,-389
ERCO,"4/24/2026 9 p.m. CDT",59842,61184,59470,-373
ERCO,"4/24/2026 10 p.m. CDT",57956,59759,57545,-412
ERCO,"4/24/2026 11 p.m. CDT",55343,57382,54745,-598
ERCO,"4/25/2026 12 a.m. CDT",53875,54283,53070,-805
ERCO,"4/25/2026 1 a.m. CDT",51890,51872,51184,-706
ERCO,"4/25/2026 2 a.m. CDT",49872,49463,49108,-764
ERCO,"4/25/2026 3 a.m. CDT",48565,47717,47927,-638
ERCO,"4/25/2026 4 a.m. CDT",47602,46596,46921,-681
ERCO,"4/25/2026 5 a.m. CDT",47252,46019,46895,-357
ERCO,"4/25/2026 6 a.m. CDT",47284,46193,46827,-457
ERCO,"4/25/2026 7 a.m. CDT",47993,47059,47479,-514
ERCO,"4/25/2026 8 a.m. CDT",48836,47690,48428,-408
ERCO,"4/25/2026 9 a.m. CDT",50936,49681,50668,-269
ERCO,"4/25/2026 10 a.m. CDT",53401,52503,53540,139
ERCO,"4/25/2026 11 a.m. CDT",56140,55257,56323,184
ERCO,"4/25/2026 12 p.m. CDT",58640,57898,59000,360
ERCO,"4/25/2026 1 p.m. CDT",61252,60418,61843,589
ERCO,"4/25/2026 2 p.m. CDT",63653,62761,64485,832
ERCO,"4/25/2026 3 p.m. CDT",65952,64919,66782,829
ERCO,"4/25/2026 4 p.m. CDT",67868,66732,68198,329
ERCO,"4/25/2026 5 p.m. CDT",69137,67996,69381,243
ERCO,"4/25/2026 6 p.m. CDT",69151,68059,69162,10
ERCO,"4/25/2026 7 p.m. CDT",66889,66611,66466,-423
ERCO,"4/25/2026 8 p.m. CDT",64068,64104,63471,-597
ERCO,"4/25/2026 9 p.m. CDT",62185,62650,61555,-630
ERCO,"4/25/2026 10 p.m. CDT",60699,60774,60207,-491
ERCO,"4/25/2026 11 p.m. CDT",58781,58136,58285,-496
ERCO,"4/26/2026 12 a.m. CDT",56281,55071,56024,-257
ERCO,"4/26/2026 1 a.m. CDT",52166,52166,53383,-230
ERCO,"4/26/2026 2 a.m. CDT",50041,50041,50847,-300
ERCO,"4/26/2026 3 a.m. CDT",48578,48578,49170,-162
ERCO,"4/26/2026 4 a.m. CDT",47490,47490,47900,-182
ERCO,"4/26/2026 5 a.m. CDT",46934,46934,47232,-203
ERCO,"4/26/2026 6 a.m. CDT",46773,46773,47063,-55
ERCO,"4/26/2026 7 a.m. CDT",47253,47253,47319,-2
ERCO,"4/26/2026 8 a.m. CDT",47537,47537,47831,176
ERCO,"4/26/2026 9 a.m. CDT",49467,49467,49723,61
ERCO,"4/26/2026 10 a.m. CDT",52298,52298,52253,42
ERCO,"4/26/2026 11 a.m. CDT",55045,55045,54977,17
ERCO,"4/26/2026 12 p.m. CDT",57730,57730,57331,-2
ERCO,"4/26/2026 1 p.m. CDT",60477,60477,58986,-121
ERCO,"4/26/2026 2 p.m. CDT",63022,63022,60712,-33
ERCO,"4/26/2026 3 p.m. CDT",65047,65047,62756,0
ERCO,"4/26/2026 4 p.m. CDT",66777,66777,65054,331
ERCO,"4/26/2026 5 p.m. CDT",67852,67852,67108,653
ERCO,"4/26/2026 6 p.m. CDT",68372,68372,67663,269
ERCO,"4/26/2026 7 p.m. CDT",67171,67171,67107,139
ERCO,"4/26/2026 8 p.m. CDT",64863,64863,65691,-90
ERCO,"4/26/2026 9 p.m. CDT",63420,63420,65019,-201
ERCO,"4/26/2026 10 p.m. CDT",61685,61685,63491,-229
ERCO,"4/26/2026 11 p.m. CDT",58699,58699,60343,-350
ERCO,"4/27/2026 12 a.m. CDT",55601,55601,,
ERCO,"4/27/2026 1 a.m. CDT",,,,
ERCO,"4/27/2026 6 p.m. CDT",,73626,,
ERCO,"4/27/2026 7 p.m. CDT",,71601,,
ERCO,"4/27/2026 8 p.m. CDT",,68849,,
ERCO,"4/27/2026 9 p.m. CDT",,67159,,
ERCO,"4/27/2026 10 p.m. CDT",,65083,,
ERCO,"4/27/2026 11 p.m. CDT",,61824,,
ERCO,"4/28/2026 12 a.m. CDT",,58022,,
